Location,Household Type,TimeFrame,DataFormat,Data,Fips
Williamsbridge,Families,2022,Dollars,69246.89288,212
Williamsbridge,Families with Children,2022,Dollars,56117.42368,212
Williamsbridge,Families without Children,2022,Dollars,78973.04087,212
Williamsburg/Greenpoint,All Households,2022,Dollars,98747.18847,301
Williamsburg/Greenpoint,Families,2022,Dollars,75302.8943,301
Williamsburg/Greenpoint,Families with Children,2022,Dollars,60539.2495,301
Williamsburg/Greenpoint,Families without Children,2022,Dollars,86446.2276,301
Woodhaven,All Households,2022,Dollars,84951.17496,409
Woodhaven,Families,2022,Dollars,92944.51542,409
Woodhaven,Families with Children,2022,Dollars,95272.22932,409
Woodhaven,Families without Children,2022,Dollars,92394.25299,409
Upper East Side,Families with Children,2021,Dollars,275398.54876,108
Upper West Side,Families with Children,2021,Dollars,275398.54876,107
Park Slope,Families with Children,2021,Dollars,274490.83877,306
Fort Greene/Brooklyn Hts,Families with Children,2021,Dollars,258308.48478,302
Upper West Side,Families,2021,Dollars,246882.79549,107
Murray Hill/Stuyvesant,Families with Children,2021,Dollars,221992.37421,106
Park Slope,Families,2021,Dollars,220760.79683,306
Murray Hill/Stuyvesant,Families,2021,Dollars,220657.24739,106
Murray Hill/Stuyvesant,Families without Children,2021,Dollars,220140.60178,106
Upper East Side,Families,2021,Dollars,214521.39227,108
Upper West Side,Families without Children,2021,Dollars,207986.76164,107
Upper East Side,Families without Children,2021,Dollars,180838.0813,108
Fort Greene/Brooklyn Hts,Families,2021,Dollars,172277.62705,302
Park Slope,Families without Children,2021,Dollars,166403.9503,306
Greenwich Village,Families with Children,2021,Dollars,164180.5354,102
Park Slope,All Households,2021,Dollars,159436.39488,306
Tottenville,Families with Children,2021,Dollars,153904.21097,503
Fort Greene/Brooklyn Hts,Families without Children,2021,Dollars,150990.50597,302
Manhattan,Families with Children,2021,Dollars,148972.39348,36061
Upper East Side,All Households,2021,Dollars,143787.21035,108
Tottenville,Families,2021,Dollars,143417.07618,503
Greenwich Village,Families,2021,Dollars,142584.97094,102
Rego Park/Forest Hills,Families with Children,2021,Dollars,142253.79736,406
Fort Greene/Brooklyn Hts,All Households,2021,Dollars,132803.25856,302
Tottenville,Families without Children,2021,Dollars,131765.56098,503
Greenwich Village,Families without Children,2021,Dollars,130094.82249,102
Murray Hill/Stuyvesant,All Households,2021,Dollars,129542.55279,106
Chelsea/Clinton,Families without Children,2021,Dollars,127627.49832,104
Chelsea/Clinton,Families,2021,Dollars,127345.58331,104
Upper West Side,All Households,2021,Dollars,125391.76247,107
Queens Village,Families without Children,2021,Dollars,122498.98768,413
Williamsburg/Greenpoint,Families with Children,2021,Dollars,122126.65033,301
Manhattan,Families,2021,Dollars,121149.54019,36061
Rego Park/Forest Hills,Families,2021,Dollars,121066.92096,406
Queens Village,Families,2021,Dollars,120263.862,413
Bayside,Families without Children,2021,Dollars,116233.14496,411
Staten Island,Families without Children,2021,Dollars,115584.30858,36085
Williamsburg/Greenpoint,Families,2021,Dollars,115411.35898,301
Williamsburg/Greenpoint,Families without Children,2021,Dollars,114850.64978,301
Staten Island,Families,2021,Dollars,114371.45822,36085
Bayside,Families,2021,Dollars,114351.6296,411
Tottenville,All Households,2021,Dollars,113684.06619,503
Manhattan,Families without Children,2021,Dollars,113627.88511,36061
Staten Island,Families with Children,2021,Dollars,113290.79864,36085
Williamsburg/Greenpoint,All Households,2021,Dollars,111747.47134,301
Battery Park/Tribeca,Families with Children,2021,Dollars,111218.01336,101
St. George,Families without Children,2021,Dollars,111175.74624,501
Chelsea/Clinton,Families with Children,2021,Dollars,111020.9395,104
Queens Village,Families with Children,2021,Dollars,109799.8606,413
Rego Park/Forest Hills,Families without Children,2021,Dollars,107352.12809,406
Queens Village,All Households,2021,Dollars,107171.46736,413
Bay Ridge,Families with Children,2021,Dollars,104420.79766,310
St. George,Families,2021,Dollars,104084.81277,501
Astoria,Families without Children,2021,Dollars,103314.80151,401
Bayside,Families with Children,2021,Dollars,103237.69023,411
Crown Heights North,Families without Children,2021,Dollars,102444.54558,308
Howard Beach,Families without Children,2021,Dollars,102318.96434,410
South Beach,Families without Children,2021,Dollars,102248.4626,502
Bay Ridge,Families,2021,Dollars,102216.51649,310
South Beach,Families,2021,Dollars,101692.15975,502
Fresh Meadows/Briarwood,Families with Children,2021,Dollars,101534.63241,408
South Beach,Families with Children,2021,Dollars,101252.62543,502
St. George,Families with Children,2021,Dollars,101225.08568,501
Fresh Meadows/Briarwood,Families,2021,Dollars,100666.57966,408
Bay Ridge,Families without Children,2021,Dollars,99995.71148,310
Fresh Meadows/Briarwood,Families without Children,2021,Dollars,99602.44392,408
Rego Park/Forest Hills,All Households,2021,Dollars,97950.05924,406
Astoria,Families,2021,Dollars,96764.74863,401
Battery Park/Tribeca,Families,2021,Dollars,96588.89925,101
Flatbush/Midwood,Families without Children,2021,Dollars,95966.09603,314
Bayside,All Households,2021,Dollars,95541.98396,411
Canarsie,Families without Children,2021,Dollars,95537.5776,318
Howard Beach,Families,2021,Dollars,95176.25615,410
Staten Island,All Households,2021,Dollars,94796.20767,36085
Flatbush/Midwood,Families,2021,Dollars,94361.07971,314
Queens,Families without Children,2021,Dollars,94351.1654,36081
Woodhaven,Families without Children,2021,Dollars,93938.06923,409
Canarsie,Families,2021,Dollars,93899.51359,318
Greenwich Village,All Households,2021,Dollars,93610.7698,102
Manhattan,All Households,2021,Dollars,93012.73381,36061
Riverdale,Families without Children,2021,Dollars,92686.66323,208
Crown Heights North,Families,2021,Dollars,92666.83461,308
Manhattanville,Families with Children,2021,Dollars,92550.0661,109
Jamaica/St. Albans,Families without Children,2021,Dollars,92021.303,412
Ridgewood/Glendale,Families without Children,2021,Dollars,91980.54418,405
Canarsie,Families with Children,2021,Dollars,91959.61397,318
Howard Beach,All Households,2021,Dollars,90995.7229,410
Crown Heights North,Families with Children,2021,Dollars,90320.44836,308
Queens,Families,2021,Dollars,90308.33088,36081
Sheepshead Bay,Families without Children,2021,Dollars,89931.58717,315
New York City,Families without Children,2021,Dollars,89525.10054,3651000
Sunnyside/Woodside,Families with Children,2021,Dollars,89486.54489,402
South Beach,All Households,2021,Dollars,89351.04935,502
Sunnyside/Woodside,Families,2021,Dollars,89336.72868,402
Sunnyside/Woodside,Families without Children,2021,Dollars,89261.82058,402
Sunnyside/Woodside,All Households,2021,Dollars,88907.10866,402
Riverdale,Families,2021,Dollars,88215.31028,208
Battery Park/Tribeca,Families without Children,2021,Dollars,88127.91151,101
Woodhaven,Families,2021,Dollars,87849.58247,409
Howard Beach,Families with Children,2021,Dollars,87484.95625,410
Flatbush/Midwood,Families with Children,2021,Dollars,87438.68948,314
Williamsbridge,Families without Children,2021,Dollars,86900.01207,212
Brooklyn,Families without Children,2021,Dollars,86439.54754,36047
Astoria,Families with Children,2021,Dollars,86397.68713,401
Ridgewood/Glendale,Families,2021,Dollars,85722.41259,405
Sheepshead Bay,Families,2021,Dollars,85601.23771,315
Crown Heights South,Families with Children,2021,Dollars,85148.48431,309
New York City,Families,2021,Dollars,85063.66189,3651000
Canarsie,All Households,2021,Dollars,84095.36447,318
Borough Park,Families without Children,2021,Dollars,84040.28498,312
Brooklyn,Families,2021,Dollars,83742.85574,36047
Jackson Heights,Families without Children,2021,Dollars,83583.12522,403
Woodhaven,All Households,2021,Dollars,82847.26324,409
Jamaica/St. Albans,Families,2021,Dollars,82459.50363,412
Queens,Families with Children,2021,Dollars,82192.9189,36081
Fresh Meadows/Briarwood,All Households,2021,Dollars,82060.72813,408
Crown Heights South,Families,2021,Dollars,81584.84134,309
Riverdale,Families with Children,2021,Dollars,81300.63117,208
Bay Ridge,All Households,2021,Dollars,81113.36091,310
Astoria,All Households,2021,Dollars,81009.81147,401
Queens,All Households,2021,Dollars,80704.6711,36081
The Rockaways,Families without Children,2021,Dollars,80647.38843,414
Crown Heights North,All Households,2021,Dollars,80527.31514,308
St. George,All Households,2021,Dollars,80115.32056,501
Flushing,Families without Children,2021,Dollars,79898.30737,407
East New York,Families without Children,2021,Dollars,79853.14219,305
Crown Heights South,Families without Children,2021,Dollars,79651.55126,309
Bushwick,Families without Children,2021,Dollars,79336.49658,304
Flushing,Families,2021,Dollars,78667.83158,407
East Flatbush,Families without Children,2021,Dollars,78158.8971,317
Williamsbridge,Families,2021,Dollars,78086.19217,212
Brooklyn,Families with Children,2021,Dollars,78075.17627,36047
Sheepshead Bay,Families with Children,2021,Dollars,77958.40775,315
Bushwick,All Households,2021,Dollars,77752.41046,304
Ridgewood/Glendale,All Households,2021,Dollars,76809.44961,405
Bedford Stuyvesant,Families without Children,2021,Dollars,76552.77918,303
New York City,Families with Children,2021,Dollars,76463.55041,3651000
Bensonhurst,Families without Children,2021,Dollars,76288.39764,311
Manhattanville,Families,2021,Dollars,76085.70511,109
Bedford Stuyvesant,Families,2021,Dollars,76025.11768,303
Elmhurst/Corona,Families without Children,2021,Dollars,75977.74931,404
Jamaica/St. Albans,All Households,2021,Dollars,75659.38987,412
Bedford Stuyvesant,Families with Children,2021,Dollars,75652.78033,303
Flushing,Families with Children,2021,Dollars,75635.15489,407
East Flatbush,Families,2021,Dollars,75601.00561,317
Bedford Stuyvesant,All Households,2021,Dollars,75588.88812,303
Pelham Parkway,Families without Children,2021,Dollars,75211.04282,211
New York City,All Households,2021,Dollars,74904.80086,3651000
Brooklyn,All Households,2021,Dollars,74431.11725,36047
East New York,Families,2021,Dollars,74021.32585,305
The Rockaways,Families,2021,Dollars,73922.18277,414
Jackson Heights,Families,2021,Dollars,73742.62363,403
Throgs Neck,Families without Children,2021,Dollars,73709.57594,210
Washington Heights,Families without Children,2021,Dollars,73000.15212,112
Flatbush/Midwood,All Households,2021,Dollars,72811.78026,314
Central Harlem,Families without Children,2021,Dollars,72552.90666,110
Jackson Heights,All Households,2021,Dollars,72550.70348,403
Throgs Neck,Families,2021,Dollars,71945.93069,210
Coney Island,Families without Children,2021,Dollars,71842.38125,313
Elmhurst/Corona,Families,2021,Dollars,71171.51307,404
Woodhaven,Families with Children,2021,Dollars,70704.439,409
Sheepshead Bay,All Households,2021,Dollars,70618.51499,315
Jamaica/St. Albans,Families with Children,2021,Dollars,70362.94616,412
Borough Park,Families,2021,Dollars,70058.90738,312
Elmhurst/Corona,All Households,2021,Dollars,69899.17686,404
Ridgewood/Glendale,Families with Children,2021,Dollars,69483.87751,405
Crown Heights South,All Households,2021,Dollars,69353.88992,309
Bensonhurst,Families,2021,Dollars,69331.85812,311
Riverdale,All Households,2021,Dollars,68566.25322,208
East Flatbush,Families with Children,2021,Dollars,68479.22762,317
Chelsea/Clinton,All Households,2021,Dollars,68158.8384,104
Sunset Park,Families with Children,2021,Dollars,68128.92207,307
Pelham Parkway,Families,2021,Dollars,68020.96627,211
Washington Heights,Families,2021,Dollars,67820.47693,112
Williamsbridge,All Households,2021,Dollars,67778.61652,212
Throgs Neck,Families with Children,2021,Dollars,67518.64133,210
Manhattanville,Families without Children,2021,Dollars,67166.1326,109
Flushing,All Households,2021,Dollars,67082.41177,407
East Flatbush,All Households,2021,Dollars,66988.77664,317
The Rockaways,Families with Children,2021,Dollars,66139.45091,414
Sunset Park,All Households,2021,Dollars,64818.64476,307
Bronx,Families without Children,2021,Dollars,64417.66607,36005
Midtown Business District,Families without Children,2021,Dollars,63876.17532,105
Midtown Business District,Families,2021,Dollars,63735.0799,105
Borough Park,All Households,2021,Dollars,63621.21666,312
Unionport/Soundview,Families without Children,2021,Dollars,63454.8766,209
Battery Park/Tribeca,All Households,2021,Dollars,63413.14345,101
Central Harlem,Families,2021,Dollars,63387.67962,110
Pelham Parkway,All Households,2021,Dollars,63224.64433,211
Sunset Park,Families,2021,Dollars,63013.13909,307
East New York,Families with Children,2021,Dollars,62860.01811,305
Williamsbridge,Families with Children,2021,Dollars,62821.46247,212
Throgs Neck,All Households,2021,Dollars,62798.32908,210
Pelham Parkway,Families with Children,2021,Dollars,62455.73466,211
Bensonhurst,All Households,2021,Dollars,61663.6916,311
Bedford Park,Families without Children,2021,Dollars,61535.90719,207
Borough Park,Families with Children,2021,Dollars,61117.30307,312
Lower East Side,Families without Children,2021,Dollars,60601.75904,103
East Harlem,Families without Children,2021,Dollars,60436.52058,111
Coney Island,Families,2021,Dollars,60319.75206,313
Washington Heights,All Households,2021,Dollars,60275.68847,112
Bushwick,Families,2021,Dollars,60260.26621,304
Sunset Park,Families without Children,2021,Dollars,59333.8292,307
Bensonhurst,Families with Children,2021,Dollars,59120.12078,311
Manhattanville,All Households,2021,Dollars,59036.39995,109
East New York,All Households,2021,Dollars,58020.73417,305
Elmhurst/Corona,Families with Children,2021,Dollars,57767.36852,404
Brownsville,Families without Children,2021,Dollars,57585.6062,316
Lower East Side,Families,2021,Dollars,57189.03388,103
Jackson Heights,Families with Children,2021,Dollars,56959.9032,403
The Rockaways,All Households,2021,Dollars,56889.40146,414
Bronx,Families,2021,Dollars,55655.62089,36005
Concourse/Highbridge,Families without Children,2021,Dollars,55609.35412,204
