Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
Park Slope,Asian and Pacific Islander,2022,Percent,0.08043,306
Sunset Park,Asian and Pacific Islander,2022,Percent,0.25349,307
Crown Heights North,Asian and Pacific Islander,2022,Percent,0.03881,308
Crown Heights South,Asian and Pacific Islander,2022,Percent,0.02295,309
Bay Ridge,Asian and Pacific Islander,2022,Percent,0.24943,310
Bensonhurst,Asian and Pacific Islander,2022,Percent,0.40236,311
Borough Park,Asian and Pacific Islander,2022,Percent,0.17068,312
Coney Island,Asian and Pacific Islander,2022,Percent,0.13004,313
Flatbush/Midwood,Asian and Pacific Islander,2022,Percent,0.1118,314
Sheepshead Bay,Asian and Pacific Islander,2022,Percent,0.20144,315
Brownsville,Asian and Pacific Islander,2022,Percent,0.01306,316
East Flatbush,Asian and Pacific Islander,2022,Percent,0.01691,317
Canarsie,Asian and Pacific Islander,2022,Percent,0.05709,318
Astoria,Asian and Pacific Islander,2022,Percent,0.14935,401
Sunnyside/Woodside,Asian and Pacific Islander,2022,Percent,0.34156,402
Jackson Heights,Asian and Pacific Islander,2022,Percent,0.19068,403
Elmhurst/Corona,Asian and Pacific Islander,2022,Percent,0.34804,404
Ridgewood/Glendale,Asian and Pacific Islander,2022,Percent,0.09541,405
Rego Park/Forest Hills,Asian and Pacific Islander,2022,Percent,0.29789,406
Flushing,Asian and Pacific Islander,2022,Percent,0.54094,407
Fresh Meadows/Briarwood,Asian and Pacific Islander,2022,Percent,0.32566,408
Woodhaven,Asian and Pacific Islander,2022,Percent,0.25603,409
Howard Beach,Asian and Pacific Islander,2022,Percent,0.25972,410
Bayside,Asian and Pacific Islander,2022,Percent,0.44981,411
Jamaica/St. Albans,Asian and Pacific Islander,2022,Percent,0.14411,412
Queens Village,Asian and Pacific Islander,2022,Percent,0.18835,413
The Rockaways,Asian and Pacific Islander,2022,Percent,0.03734,414
St. George,Asian and Pacific Islander,2022,Percent,0.10241,501
South Beach,Asian and Pacific Islander,2022,Percent,0.18317,502
Tottenville,Asian and Pacific Islander,2022,Percent,0.06802,503
Bronx,Asian and Pacific Islander,2022,Percent,0.03805,36005
Brooklyn,Asian and Pacific Islander,2022,Percent,0.11949,36047
Manhattan,Asian and Pacific Islander,2022,Percent,0.12025,36061
Queens,Asian and Pacific Islander,2022,Percent,0.2594,36081
Staten Island,Asian and Pacific Islander,2022,Percent,0.11396,36085
New York City,Asian and Pacific Islander,2022,Percent,0.144,3651000
Battery Park/Tribeca,Black,2022,Percent,0.03319,101
Greenwich Village,Black,2022,Percent,0.03319,102
Lower East Side,Black,2022,Percent,0.08534,103
Chelsea/Clinton,Black,2022,Percent,0.05239,104
Midtown Business District,Black,2022,Percent,0.05239,105
Murray Hill/Stuyvesant,Black,2022,Percent,0.04887,106
Upper West Side,Black,2022,Percent,0.06019,107
Upper East Side,Black,2022,Percent,0.0315,108
Manhattanville,Black,2022,Percent,0.21489,109
Central Harlem,Black,2022,Percent,0.52408,110
East Harlem,Black,2022,Percent,0.30875,111
Washington Heights,Black,2022,Percent,0.06922,112
Mott Haven,Black,2022,Percent,0.24914,201
Hunts Point,Black,2022,Percent,0.24914,202
Morrisania,Black,2022,Percent,0.31428,203
Concourse/Highbridge,Black,2022,Percent,0.31428,204
University Heights,Black,2022,Percent,0.26088,205
East Tremont,Black,2022,Percent,0.32996,206
Bedford Park,Black,2022,Percent,0.13099,207
Riverdale,Black,2022,Percent,0.12887,208
Unionport/Soundview,Black,2022,Percent,0.26938,209
Throgs Neck,Black,2022,Percent,0.23432,210
Pelham Parkway,Black,2022,Percent,0.22137,211
Williamsbridge,Black,2022,Percent,0.57775,212
Williamsburg/Greenpoint,Black,2022,Percent,0.06348,301
Fort Greene/Brooklyn Hts,Black,2022,Percent,0.18719,302
Bedford Stuyvesant,Black,2022,Percent,0.4575,303
Bushwick,Black,2022,Percent,0.16668,304
East New York,Black,2022,Percent,0.52849,305
Park Slope,Black,2022,Percent,0.09482,306
Sunset Park,Black,2022,Percent,0.02966,307
Crown Heights North,Black,2022,Percent,0.45752,308
Crown Heights South,Black,2022,Percent,0.53831,309
Bay Ridge,Black,2022,Percent,0.02492,310
Bensonhurst,Black,2022,Percent,0.01063,311
Borough Park,Black,2022,Percent,0.02987,312
Coney Island,Black,2022,Percent,0.11802,313
Flatbush/Midwood,Black,2022,Percent,0.32453,314
Sheepshead Bay,Black,2022,Percent,0.0449,315
Brownsville,Black,2022,Percent,0.658,316
East Flatbush,Black,2022,Percent,0.80485,317
Canarsie,Black,2022,Percent,0.59076,318
Astoria,Black,2022,Percent,0.06108,401
Sunnyside/Woodside,Black,2022,Percent,0.02091,402
Jackson Heights,Black,2022,Percent,0.05671,403
Elmhurst/Corona,Black,2022,Percent,0.04598,404
Ridgewood/Glendale,Black,2022,Percent,0.01689,405
Rego Park/Forest Hills,Black,2022,Percent,0.03005,406
Flushing,Black,2022,Percent,0.01649,407
Fresh Meadows/Briarwood,Black,2022,Percent,0.13286,408
Woodhaven,Black,2022,Percent,0.06587,409
Howard Beach,Black,2022,Percent,0.13053,410
Bayside,Black,2022,Percent,0.02094,411
Jamaica/St. Albans,Black,2022,Percent,0.57161,412
Queens Village,Black,2022,Percent,0.52327,413
The Rockaways,Black,2022,Percent,0.34624,414
St. George,Black,2022,Percent,0.2118,501
South Beach,Black,2022,Percent,0.03427,502
Tottenville,Black,2022,Percent,0.00615,503
Bronx,Black,2022,Percent,0.28324,36005
Brooklyn,Black,2022,Percent,0.2833,36047
Manhattan,Black,2022,Percent,0.12359,36061
Queens,Black,2022,Percent,0.16724,36081
Staten Island,Black,2022,Percent,0.09053,36085
New York City,Black,2022,Percent,0.21001,3651000
Battery Park/Tribeca,Hispanic or Latino,2022,Percent,0.09278,101
Greenwich Village,Hispanic or Latino,2022,Percent,0.09278,102
Lower East Side,Hispanic or Latino,2022,Percent,0.24705,103
Chelsea/Clinton,Hispanic or Latino,2022,Percent,0.19132,104
Midtown Business District,Hispanic or Latino,2022,Percent,0.19132,105
Murray Hill/Stuyvesant,Hispanic or Latino,2022,Percent,0.09731,106
Upper West Side,Hispanic or Latino,2022,Percent,0.1617,107
Upper East Side,Hispanic or Latino,2022,Percent,0.09363,108
Manhattanville,Hispanic or Latino,2022,Percent,0.40125,109
Central Harlem,Hispanic or Latino,2022,Percent,0.23675,110
East Harlem,Hispanic or Latino,2022,Percent,0.43,111
Washington Heights,Hispanic or Latino,2022,Percent,0.68413,112
Mott Haven,Hispanic or Latino,2022,Percent,0.69869,201
Hunts Point,Hispanic or Latino,2022,Percent,0.69869,202
Morrisania,Hispanic or Latino,2022,Percent,0.61501,203
Concourse/Highbridge,Hispanic or Latino,2022,Percent,0.61501,204
University Heights,Hispanic or Latino,2022,Percent,0.68722,205
East Tremont,Hispanic or Latino,2022,Percent,0.60251,206
Bedford Park,Hispanic or Latino,2022,Percent,0.74367,207
Riverdale,Hispanic or Latino,2022,Percent,0.47925,208
Unionport/Soundview,Hispanic or Latino,2022,Percent,0.57947,209
Throgs Neck,Hispanic or Latino,2022,Percent,0.44119,210
Pelham Parkway,Hispanic or Latino,2022,Percent,0.46043,211
Williamsbridge,Hispanic or Latino,2022,Percent,0.29103,212
Williamsburg/Greenpoint,Hispanic or Latino,2022,Percent,0.23812,301
Fort Greene/Brooklyn Hts,Hispanic or Latino,2022,Percent,0.12686,302
Bedford Stuyvesant,Hispanic or Latino,2022,Percent,0.17625,303
Bushwick,Hispanic or Latino,2022,Percent,0.50568,304
East New York,Hispanic or Latino,2022,Percent,0.34292,305
Park Slope,Hispanic or Latino,2022,Percent,0.14648,306
Sunset Park,Hispanic or Latino,2022,Percent,0.40764,307
Crown Heights North,Hispanic or Latino,2022,Percent,0.13753,308
Crown Heights South,Hispanic or Latino,2022,Percent,0.11378,309
Bay Ridge,Hispanic or Latino,2022,Percent,0.17794,310
Bensonhurst,Hispanic or Latino,2022,Percent,0.16382,311
Borough Park,Hispanic or Latino,2022,Percent,0.12611,312
Coney Island,Hispanic or Latino,2022,Percent,0.15965,313
Flatbush/Midwood,Hispanic or Latino,2022,Percent,0.1485,314
Sheepshead Bay,Hispanic or Latino,2022,Percent,0.09659,315
Brownsville,Hispanic or Latino,2022,Percent,0.23876,316
East Flatbush,Hispanic or Latino,2022,Percent,0.07184,317
Canarsie,Hispanic or Latino,2022,Percent,0.08631,318
Astoria,Hispanic or Latino,2022,Percent,0.26962,401
Sunnyside/Woodside,Hispanic or Latino,2022,Percent,0.31007,402
Jackson Heights,Hispanic or Latino,2022,Percent,0.61605,403
Elmhurst/Corona,Hispanic or Latino,2022,Percent,0.53109,404
Ridgewood/Glendale,Hispanic or Latino,2022,Percent,0.38444,405
Rego Park/Forest Hills,Hispanic or Latino,2022,Percent,0.18225,406
Flushing,Hispanic or Latino,2022,Percent,0.17635,407
Fresh Meadows/Briarwood,Hispanic or Latino,2022,Percent,0.19651,408
Woodhaven,Hispanic or Latino,2022,Percent,0.4157,409
Howard Beach,Hispanic or Latino,2022,Percent,0.24579,410
Bayside,Hispanic or Latino,2022,Percent,0.1412,411
Jamaica/St. Albans,Hispanic or Latino,2022,Percent,0.16261,412
Queens Village,Hispanic or Latino,2022,Percent,0.13433,413
The Rockaways,Hispanic or Latino,2022,Percent,0.2357,414
St. George,Hispanic or Latino,2022,Percent,0.28527,501
South Beach,Hispanic or Latino,2022,Percent,0.1425,502
Tottenville,Hispanic or Latino,2022,Percent,0.11908,503
Bronx,Hispanic or Latino,2022,Percent,0.56402,36005
Brooklyn,Hispanic or Latino,2022,Percent,0.18901,36047
Manhattan,Hispanic or Latino,2022,Percent,0.26023,36061
Queens,Hispanic or Latino,2022,Percent,0.28033,36081
Staten Island,Hispanic or Latino,2022,Percent,0.18747,36085
New York City,Hispanic or Latino,2022,Percent,0.29029,3651000
Battery Park/Tribeca,White,2022,Percent,0.66917,101
Greenwich Village,White,2022,Percent,0.66917,102
Lower East Side,White,2022,Percent,0.33857,103
Chelsea/Clinton,White,2022,Percent,0.55785,104
Midtown Business District,White,2022,Percent,0.55785,105
Murray Hill/Stuyvesant,White,2022,Percent,0.63714,106
Upper West Side,White,2022,Percent,0.63271,107
Upper East Side,White,2022,Percent,0.73556,108
Manhattanville,White,2022,Percent,0.25621,109
Central Harlem,White,2022,Percent,0.15252,110
East Harlem,White,2022,Percent,0.14325,111
Washington Heights,White,2022,Percent,0.18585,112
Mott Haven,White,2022,Percent,0.02739,201
Hunts Point,White,2022,Percent,0.02739,202
Morrisania,White,2022,Percent,0.03637,203
Concourse/Highbridge,White,2022,Percent,0.03637,204
University Heights,White,2022,Percent,0.01683,205
East Tremont,White,2022,Percent,0.03491,206
Bedford Park,White,2022,Percent,0.05231,207
Riverdale,White,2022,Percent,0.322,208
Unionport/Soundview,White,2022,Percent,0.02154,209
Throgs Neck,White,2022,Percent,0.22961,210
Pelham Parkway,White,2022,Percent,0.20066,211
Williamsbridge,White,2022,Percent,0.0601,212
Williamsburg/Greenpoint,White,2022,Percent,0.59375,301
Fort Greene/Brooklyn Hts,White,2022,Percent,0.49276,302
Bedford Stuyvesant,White,2022,Percent,0.27547,303
Bushwick,White,2022,Percent,0.22959,304
East New York,White,2022,Percent,0.03353,305
Park Slope,White,2022,Percent,0.61587,306
Sunset Park,White,2022,Percent,0.27871,307
Crown Heights North,White,2022,Percent,0.29795,308
Crown Heights South,White,2022,Percent,0.28125,309
Bay Ridge,White,2022,Percent,0.52064,310
Bensonhurst,White,2022,Percent,0.3856,311
Borough Park,White,2022,Percent,0.62794,312
Coney Island,White,2022,Percent,0.54668,313
Flatbush/Midwood,White,2022,Percent,0.36743,314
Sheepshead Bay,White,2022,Percent,0.61404,315
Brownsville,White,2022,Percent,0.04809,316
East Flatbush,White,2022,Percent,0.04089,317
Canarsie,White,2022,Percent,0.21535,318
Astoria,White,2022,Percent,0.47095,401
Sunnyside/Woodside,White,2022,Percent,0.28892,402
Jackson Heights,White,2022,Percent,0.11095,403
Elmhurst/Corona,White,2022,Percent,0.05573,404
Ridgewood/Glendale,White,2022,Percent,0.47565,405
Rego Park/Forest Hills,White,2022,Percent,0.43104,406
Flushing,White,2022,Percent,0.24415,407
Fresh Meadows/Briarwood,White,2022,Percent,0.29197,408
Woodhaven,White,2022,Percent,0.1682,409
Howard Beach,White,2022,Percent,0.19681,410
Bayside,White,2022,Percent,0.35892,411
Jamaica/St. Albans,White,2022,Percent,0.02552,412
Queens Village,White,2022,Percent,0.09257,413
The Rockaways,White,2022,Percent,0.33955,414
St. George,White,2022,Percent,0.36553,501
South Beach,White,2022,Percent,0.61359,502
Tottenville,White,2022,Percent,0.78502,503
Bronx,White,2022,Percent,0.08585,36005
Brooklyn,White,2022,Percent,0.36073,36047
Manhattan,White,2022,Percent,0.45557,36061
Queens,White,2022,Percent,0.23759,36081
Staten Island,White,2022,Percent,0.58001,36085
New York City,White,2022,Percent,0.31164,3651000
Battery Park/Tribeca,Combination or Another Race,2022,Percent,0.04361,101
Greenwich Village,Combination or Another Race,2022,Percent,0.04361,102
Lower East Side,Combination or Another Race,2022,Percent,0.04108,103
Chelsea/Clinton,Combination or Another Race,2022,Percent,0.04828,104
Midtown Business District,Combination or Another Race,2022,Percent,0.04828,105
Murray Hill/Stuyvesant,Combination or Another Race,2022,Percent,0.04526,106
Upper West Side,Combination or Another Race,2022,Percent,0.04217,107
Upper East Side,Combination or Another Race,2022,Percent,0.03307,108
Manhattanville,Combination or Another Race,2022,Percent,0.03945,109
Central Harlem,Combination or Another Race,2022,Percent,0.04667,110
East Harlem,Combination or Another Race,2022,Percent,0.03533,111
Washington Heights,Combination or Another Race,2022,Percent,0.02585,112
Mott Haven,Combination or Another Race,2022,Percent,0.01449,201
Hunts Point,Combination or Another Race,2022,Percent,0.01449,202
Morrisania,Combination or Another Race,2022,Percent,0.0191,203
Concourse/Highbridge,Combination or Another Race,2022,Percent,0.0191,204
University Heights,Combination or Another Race,2022,Percent,0.02176,205
East Tremont,Combination or Another Race,2022,Percent,0.02411,206
Bedford Park,Combination or Another Race,2022,Percent,0.01591,207
Riverdale,Combination or Another Race,2022,Percent,0.03189,208
Unionport/Soundview,Combination or Another Race,2022,Percent,0.03508,209
Throgs Neck,Combination or Another Race,2022,Percent,0.0274,210
Pelham Parkway,Combination or Another Race,2022,Percent,0.03183,211
Williamsbridge,Combination or Another Race,2022,Percent,0.04496,212
Williamsburg/Greenpoint,Combination or Another Race,2022,Percent,0.04234,301
Fort Greene/Brooklyn Hts,Combination or Another Race,2022,Percent,0.06767,302
Bedford Stuyvesant,Combination or Another Race,2022,Percent,0.05037,303
Bushwick,Combination or Another Race,2022,Percent,0.03923,304
East New York,Combination or Another Race,2022,Percent,0.04468,305
Park Slope,Combination or Another Race,2022,Percent,0.06158,306
Sunset Park,Combination or Another Race,2022,Percent,0.02757,307
Crown Heights North,Combination or Another Race,2022,Percent,0.06589,308
Crown Heights South,Combination or Another Race,2022,Percent,0.04335,309
Bay Ridge,Combination or Another Race,2022,Percent,0.02582,310
Bensonhurst,Combination or Another Race,2022,Percent,0.03413,311
Borough Park,Combination or Another Race,2022,Percent,0.04462,312
Coney Island,Combination or Another Race,2022,Percent,0.04409,313
Flatbush/Midwood,Combination or Another Race,2022,Percent,0.0474,314
Sheepshead Bay,Combination or Another Race,2022,Percent,0.04177,315
Brownsville,Combination or Another Race,2022,Percent,0.03995,316
East Flatbush,Combination or Another Race,2022,Percent,0.06302,317
Canarsie,Combination or Another Race,2022,Percent,0.04964,318
Astoria,Combination or Another Race,2022,Percent,0.04721,401
Sunnyside/Woodside,Combination or Another Race,2022,Percent,0.03679,402
Jackson Heights,Combination or Another Race,2022,Percent,0.02464,403
Elmhurst/Corona,Combination or Another Race,2022,Percent,0.01701,404
Ridgewood/Glendale,Combination or Another Race,2022,Percent,0.02685,405
Rego Park/Forest Hills,Combination or Another Race,2022,Percent,0.05792,406
Flushing,Combination or Another Race,2022,Percent,0.02034,407
Fresh Meadows/Briarwood,Combination or Another Race,2022,Percent,0.05072,408
Woodhaven,Combination or Another Race,2022,Percent,0.09162,409
Howard Beach,Combination or Another Race,2022,Percent,0.15669,410
Bayside,Combination or Another Race,2022,Percent,0.02655,411
Jamaica/St. Albans,Combination or Another Race,2022,Percent,0.08932,412
Queens Village,Combination or Another Race,2022,Percent,0.0605,413
The Rockaways,Combination or Another Race,2022,Percent,0.04085,414
St. George,Combination or Another Race,2022,Percent,0.03269,501
South Beach,Combination or Another Race,2022,Percent,0.02542,502
Tottenville,Combination or Another Race,2022,Percent,0.021,503
Bronx,Combination or Another Race,2022,Percent,0.0266,36005
Brooklyn,Combination or Another Race,2022,Percent,0.04612,36047
Manhattan,Combination or Another Race,2022,Percent,0.03937,36061
Queens,Combination or Another Race,2022,Percent,0.05279,36081
Staten Island,Combination or Another Race,2022,Percent,0.02661,36085
New York City,Combination or Another Race,2022,Percent,0.04228,3651000
Battery Park/Tribeca,Native American,2022,Percent,0.00052,101
Greenwich Village,Native American,2022,Percent,0.00052,102
Lower East Side,Native American,2022,Percent,0.00159,103
Chelsea/Clinton,Native American,2022,Percent,0.00023,104
Midtown Business District,Native American,2022,Percent,0.00023,105
Murray Hill/Stuyvesant,Native American,2022,Percent,0.0008,106
Upper West Side,Native American,2022,Percent,0.00034,107
Upper East Side,Native American,2022,Percent,0.00056,108
Manhattanville,Native American,2022,Percent,0.00188,109
Central Harlem,Native American,2022,Percent,0.0009,110
East Harlem,Native American,2022,Percent,0.00055,111
Washington Heights,Native American,2022,Percent,0.00245,112
Mott Haven,Native American,2022,Percent,0.00196,201
Hunts Point,Native American,2022,Percent,0.00196,202
Morrisania,Native American,2022,Percent,0.0024,203
Concourse/Highbridge,Native American,2022,Percent,0.0024,204
University Heights,Native American,2022,Percent,0.00105,205
East Tremont,Native American,2022,Percent,0.00193,206
Bedford Park,Native American,2022,Percent,0.00281,207
Riverdale,Native American,2022,Percent,0.00025,208
Unionport/Soundview,Native American,2022,Percent,0.00301,209
Throgs Neck,Native American,2022,Percent,4E-05,210
Pelham Parkway,Native American,2022,Percent,0.00204,211
Williamsbridge,Native American,2022,Percent,0.00549,212
Williamsburg/Greenpoint,Native American,2022,Percent,0.00075,301
Fort Greene/Brooklyn Hts,Native American,2022,Percent,0.00207,302
Bedford Stuyvesant,Native American,2022,Percent,0.00072,303
Bushwick,Native American,2022,Percent,0.00107,304
East New York,Native American,2022,Percent,0.00023,305
Park Slope,Native American,2022,Percent,0.00081,306
Sunset Park,Native American,2022,Percent,0.00292,307
Crown Heights North,Native American,2022,Percent,0.0023,308
Crown Heights South,Native American,2022,Percent,0.00037,309
Bay Ridge,Native American,2022,Percent,0.00125,310
Bensonhurst,Native American,2022,Percent,0.00346,311
Borough Park,Native American,2022,Percent,0.00079,312
Coney Island,Native American,2022,Percent,0.00152,313
Flatbush/Midwood,Native American,2022,Percent,0.00035,314
Sheepshead Bay,Native American,2022,Percent,0.00127,315
Brownsville,Native American,2022,Percent,0.00213,316
East Flatbush,Native American,2022,Percent,0.00249,317
Canarsie,Native American,2022,Percent,0.00084,318
Astoria,Native American,2022,Percent,0.00179,401
Sunnyside/Woodside,Native American,2022,Percent,0.00174,402
Jackson Heights,Native American,2022,Percent,0.00096,403
Elmhurst/Corona,Native American,2022,Percent,0.00215,404
Ridgewood/Glendale,Native American,2022,Percent,0.00077,405
Rego Park/Forest Hills,Native American,2022,Percent,0.00085,406
Flushing,Native American,2022,Percent,0.00172,407
Fresh Meadows/Briarwood,Native American,2022,Percent,0.00228,408
Woodhaven,Native American,2022,Percent,0.00257,409
Howard Beach,Native American,2022,Percent,0.01046,410
Bayside,Native American,2022,Percent,0.00258,411
Jamaica/St. Albans,Native American,2022,Percent,0.00683,412
Queens Village,Native American,2022,Percent,0.00098,413
The Rockaways,Native American,2022,Percent,0.00031,414
St. George,Native American,2022,Percent,0.0023,501
South Beach,Native American,2022,Percent,0.00106,502
Tottenville,Native American,2022,Percent,0.00073,503
Bronx,Native American,2022,Percent,0.00223,36005
Brooklyn,Native American,2022,Percent,0.00135,36047
Manhattan,Native American,2022,Percent,0.00099,36061
Queens,Native American,2022,Percent,0.00265,36081
Staten Island,Native American,2022,Percent,0.0014,36085
New York City,Native American,2022,Percent,0.00179,3651000
